model,domain,gamma,prompt_index,cluster_id,trial_index,position,drafted_rounds,reached_rounds,accepted_tokens
H8,WikiText-103 test OOD,2,70,34,0,1,13.0,13.0,13.0
H8,WikiText-103 test OOD,2,70,34,0,2,12.0,12.0,7.0
H8,WikiText-103 test OOD,2,70,34,1,1,14.0,14.0,14.0
H8,WikiText-103 test OOD,2,70,34,1,2,14.0,14.0,5.0
H8,WikiText-103 test OOD,2,70,34,2,1,12.0,12.0,12.0
H8,WikiText-103 test OOD,2,70,34,2,2,12.0,12.0,9.0
H8,WikiText-103 test OOD,2,70,34,3,1,12.0,12.0,12.0
H8,WikiText-103 test OOD,2,70,34,3,2,12.0,12.0,9.0
H8,WikiText-103 test OOD,2,71,35,0,1,11.0,11.0,11.0
H8,WikiText-103 test OOD,2,71,35,0,2,11.0,11.0,11.0
H8,WikiText-103 test OOD,2,71,35,1,1,13.0,13.0,13.0
H8,WikiText-103 test OOD,2,71,35,1,2,13.0,13.0,7.0
H8,WikiText-103 test OOD,2,71,35,2,1,12.0,12.0,12.0
H8,WikiText-103 test OOD,2,71,35,2,2,11.0,11.0,9.0
H8,WikiText-103 test OOD,2,71,35,3,1,11.0,11.0,11.0
H8,WikiText-103 test OOD,2,71,35,3,2,11.0,11.0,10.0
H8,WikiText-103 test OOD,2,72,35,0,1,12.0,12.0,12.0
H8,WikiText-103 test OOD,2,72,35,0,2,12.0,12.0,8.0
H8,WikiText-103 test OOD,2,72,35,1,1,12.0,12.0,12.0
H8,WikiText-103 test OOD,2,72,35,1,2,12.0,12.0,9.0
H8,WikiText-103 test OOD,2,72,35,2,1,13.0,13.0,13.0
H8,WikiText-103 test OOD,2,72,35,2,2,13.0,13.0,6.0
H8,WikiText-103 test OOD,2,72,35,3,1,13.0,13.0,13.0
H8,WikiText-103 test OOD,2,72,35,3,2,12.0,12.0,7.0
H8,WikiText-103 test OOD,2,73,36,0,1,12.0,12.0,12.0
H8,WikiText-103 test OOD,2,73,36,0,2,12.0,12.0,8.0
H8,WikiText-103 test OOD,2,73,36,1,1,13.0,13.0,13.0
H8,WikiText-103 test OOD,2,73,36,1,2,12.0,12.0,7.0
H8,WikiText-103 test OOD,2,73,36,2,1,12.0,12.0,12.0
H8,WikiText-103 test OOD,2,73,36,2,2,11.0,11.0,9.0
H8,WikiText-103 test OOD,2,73,36,3,1,12.0,12.0,12.0
H8,WikiText-103 test OOD,2,73,36,3,2,12.0,12.0,8.0
H8,WikiText-103 test OOD,2,74,36,0,1,12.0,12.0,12.0
H8,WikiText-103 test OOD,2,74,36,0,2,11.0,11.0,9.0
H8,WikiText-103 test OOD,2,74,36,1,1,12.0,12.0,12.0
H8,WikiText-103 test OOD,2,74,36,1,2,12.0,12.0,8.0
H8,WikiText-103 test OOD,2,74,36,2,1,12.0,12.0,12.0
H8,WikiText-103 test OOD,2,74,36,2,2,12.0,12.0,8.0
H8,WikiText-103 test OOD,2,74,36,3,1,12.0,12.0,12.0
H8,WikiText-103 test OOD,2,74,36,3,2,12.0,12.0,9.0
H8,WikiText-103 test OOD,2,75,37,0,1,12.0,12.0,12.0
H8,WikiText-103 test OOD,2,75,37,0,2,12.0,12.0,9.0
H8,WikiText-103 test OOD,2,75,37,1,1,14.0,14.0,13.0
H8,WikiText-103 test OOD,2,75,37,1,2,14.0,13.0,6.0
H8,WikiText-103 test OOD,2,75,37,2,1,12.0,12.0,12.0
H8,WikiText-103 test OOD,2,75,37,2,2,12.0,12.0,8.0
H8,WikiText-103 test OOD,2,75,37,3,1,12.0,12.0,12.0
H8,WikiText-103 test OOD,2,75,37,3,2,11.0,11.0,9.0
H8,WikiText-103 test OOD,2,76,37,0,1,12.0,12.0,12.0
H8,WikiText-103 test OOD,2,76,37,0,2,12.0,12.0,9.0
H8,WikiText-103 test OOD,2,76,37,1,1,13.0,13.0,13.0
H8,WikiText-103 test OOD,2,76,37,1,2,12.0,12.0,7.0
H8,WikiText-103 test OOD,2,76,37,2,1,13.0,13.0,13.0
H8,WikiText-103 test OOD,2,76,37,2,2,13.0,13.0,7.0
H8,WikiText-103 test OOD,2,76,37,3,1,12.0,12.0,12.0
H8,WikiText-103 test OOD,2,76,37,3,2,12.0,12.0,9.0
H8,WikiText-103 test OOD,2,77,38,0,1,13.0,13.0,13.0
H8,WikiText-103 test OOD,2,77,38,0,2,12.0,12.0,7.0
H8,WikiText-103 test OOD,2,77,38,1,1,12.0,12.0,12.0
H8,WikiText-103 test OOD,2,77,38,1,2,12.0,12.0,9.0
H8,WikiText-103 test OOD,2,77,38,2,1,12.0,12.0,12.0
H8,WikiText-103 test OOD,2,77,38,2,2,12.0,12.0,8.0
H8,WikiText-103 test OOD,2,77,38,3,1,13.0,13.0,13.0
H8,WikiText-103 test OOD,2,77,38,3,2,12.0,12.0,7.0
H8,WikiText-103 test OOD,2,78,38,0,1,12.0,12.0,12.0
H8,WikiText-103 test OOD,2,78,38,0,2,12.0,12.0,9.0
H8,WikiText-103 test OOD,2,78,38,1,1,12.0,12.0,12.0
H8,WikiText-103 test OOD,2,78,38,1,2,12.0,12.0,9.0
H8,WikiText-103 test OOD,2,78,38,2,1,12.0,12.0,12.0
H8,WikiText-103 test OOD,2,78,38,2,2,12.0,12.0,8.0
H8,WikiText-103 test OOD,2,78,38,3,1,12.0,12.0,11.0
H8,WikiText-103 test OOD,2,78,38,3,2,12.0,11.0,9.0
H8,WikiText-103 test OOD,2,79,39,0,1,13.0,13.0,13.0
H8,WikiText-103 test OOD,2,79,39,0,2,12.0,12.0,7.0
H8,WikiText-103 test OOD,2,79,39,1,1,14.0,14.0,13.0
H8,WikiText-103 test OOD,2,79,39,1,2,14.0,13.0,6.0
H8,WikiText-103 test OOD,2,79,39,2,1,14.0,14.0,13.0
H8,WikiText-103 test OOD,2,79,39,2,2,14.0,13.0,6.0
H8,WikiText-103 test OOD,2,79,39,3,1,13.0,13.0,13.0
H8,WikiText-103 test OOD,2,79,39,3,2,13.0,13.0,6.0
H8,WikiText-103 test OOD,2,80,39,0,1,13.0,13.0,13.0
H8,WikiText-103 test OOD,2,80,39,0,2,13.0,13.0,6.0
H8,WikiText-103 test OOD,2,80,39,1,1,12.0,12.0,12.0
H8,WikiText-103 test OOD,2,80,39,1,2,12.0,12.0,9.0
H8,WikiText-103 test OOD,2,80,39,2,1,12.0,12.0,12.0
H8,WikiText-103 test OOD,2,80,39,2,2,12.0,12.0,9.0
H8,WikiText-103 test OOD,2,80,39,3,1,13.0,13.0,13.0
H8,WikiText-103 test OOD,2,80,39,3,2,13.0,13.0,7.0
H8,WikiText-103 test OOD,2,81,39,0,1,11.0,11.0,11.0
H8,WikiText-103 test OOD,2,81,39,0,2,11.0,11.0,10.0
H8,WikiText-103 test OOD,2,81,39,1,1,13.0,13.0,13.0
H8,WikiText-103 test OOD,2,81,39,1,2,13.0,13.0,6.0
H8,WikiText-103 test OOD,2,81,39,2,1,12.0,12.0,12.0
H8,WikiText-103 test OOD,2,81,39,2,2,12.0,12.0,8.0
H8,WikiText-103 test OOD,2,81,39,3,1,12.0,12.0,12.0
H8,WikiText-103 test OOD,2,81,39,3,2,12.0,12.0,8.0
H8,WikiText-103 test OOD,2,82,40,0,1,13.0,13.0,12.0
H8,WikiText-103 test OOD,2,82,40,0,2,12.0,11.0,8.0
H8,WikiText-103 test OOD,2,82,40,1,1,13.0,13.0,13.0
H8,WikiText-103 test OOD,2,82,40,1,2,13.0,13.0,7.0
H8,WikiText-103 test OOD,2,82,40,2,1,13.0,13.0,13.0
H8,WikiText-103 test OOD,2,82,40,2,2,12.0,12.0,7.0
H8,WikiText-103 test OOD,2,82,40,3,1,12.0,12.0,12.0
H8,WikiText-103 test OOD,2,82,40,3,2,12.0,12.0,8.0
H8,WikiText-103 test OOD,2,83,40,0,1,13.0,13.0,13.0
H8,WikiText-103 test OOD,2,83,40,0,2,13.0,13.0,7.0
H8,WikiText-103 test OOD,2,83,40,1,1,13.0,13.0,12.0
H8,WikiText-103 test OOD,2,83,40,1,2,13.0,12.0,7.0
H8,WikiText-103 test OOD,2,83,40,2,1,13.0,13.0,13.0
H8,WikiText-103 test OOD,2,83,40,2,2,13.0,13.0,7.0
H8,WikiText-103 test OOD,2,83,40,3,1,12.0,12.0,12.0
H8,WikiText-103 test OOD,2,83,40,3,2,12.0,12.0,8.0
H8,WikiText-103 test OOD,2,84,41,0,1,12.0,12.0,12.0
H8,WikiText-103 test OOD,2,84,41,0,2,12.0,12.0,9.0
H8,WikiText-103 test OOD,2,84,41,1,1,14.0,14.0,14.0
H8,WikiText-103 test OOD,2,84,41,1,2,14.0,14.0,4.0
H8,WikiText-103 test OOD,2,84,41,2,1,13.0,13.0,13.0
H8,WikiText-103 test OOD,2,84,41,2,2,13.0,13.0,6.0
H8,WikiText-103 test OOD,2,84,41,3,1,12.0,12.0,12.0
H8,WikiText-103 test OOD,2,84,41,3,2,11.0,11.0,9.0
H8,WikiText-103 test OOD,2,85,41,0,1,12.0,12.0,12.0
H8,WikiText-103 test OOD,2,85,41,0,2,12.0,12.0,8.0
H8,WikiText-103 test OOD,2,85,41,1,1,11.0,11.0,11.0
H8,WikiText-103 test OOD,2,85,41,1,2,11.0,11.0,10.0
H8,WikiText-103 test OOD,2,85,41,2,1,12.0,12.0,12.0
H8,WikiText-103 test OOD,2,85,41,2,2,12.0,12.0,8.0
H8,WikiText-103 test OOD,2,85,41,3,1,13.0,13.0,13.0
H8,WikiText-103 test OOD,2,85,41,3,2,12.0,12.0,7.0
H8,WikiText-103 test OOD,2,86,42,0,1,14.0,14.0,14.0
H8,WikiText-103 test OOD,2,86,42,0,2,13.0,13.0,5.0
H8,WikiText-103 test OOD,2,86,42,1,1,13.0,13.0,13.0
H8,WikiText-103 test OOD,2,86,42,1,2,12.0,12.0,7.0
H8,WikiText-103 test OOD,2,86,42,2,1,12.0,12.0,12.0
H8,WikiText-103 test OOD,2,86,42,2,2,12.0,12.0,8.0
H8,WikiText-103 test OOD,2,86,42,3,1,12.0,12.0,12.0
H8,WikiText-103 test OOD,2,86,42,3,2,12.0,12.0,9.0
H8,WikiText-103 test OOD,2,87,42,0,1,12.0,12.0,12.0
H8,WikiText-103 test OOD,2,87,42,0,2,11.0,11.0,9.0
H8,WikiText-103 test OOD,2,87,42,1,1,13.0,13.0,13.0
H8,WikiText-103 test OOD,2,87,42,1,2,13.0,13.0,7.0
H8,WikiText-103 test OOD,2,87,42,2,1,13.0,13.0,13.0
H8,WikiText-103 test OOD,2,87,42,2,2,12.0,12.0,7.0
H8,WikiText-103 test OOD,2,87,42,3,1,13.0,13.0,13.0
H8,WikiText-103 test OOD,2,87,42,3,2,12.0,12.0,7.0
H8,WikiText-103 test OOD,2,88,43,0,1,12.0,12.0,12.0
H8,WikiText-103 test OOD,2,88,43,0,2,12.0,12.0,9.0
H8,WikiText-103 test OOD,2,88,43,1,1,12.0,12.0,12.0
H8,WikiText-103 test OOD,2,88,43,1,2,11.0,11.0,9.0
H8,WikiText-103 test OOD,2,88,43,2,1,12.0,12.0,12.0
H8,WikiText-103 test OOD,2,88,43,2,2,11.0,11.0,9.0
H8,WikiText-103 test OOD,2,88,43,3,1,11.0,11.0,11.0
H8,WikiText-103 test OOD,2,88,43,3,2,11.0,11.0,10.0
H8,WikiText-103 test OOD,2,89,43,0,1,12.0,12.0,12.0
H8,WikiText-103 test OOD,2,89,43,0,2,12.0,12.0,8.0
H8,WikiText-103 test OOD,2,89,43,1,1,12.0,12.0,12.0
H8,WikiText-103 test OOD,2,89,43,1,2,12.0,12.0,9.0
H8,WikiText-103 test OOD,2,89,43,2,1,12.0,12.0,12.0
H8,WikiText-103 test OOD,2,89,43,2,2,12.0,12.0,8.0
H8,WikiText-103 test OOD,2,89,43,3,1,12.0,12.0,12.0
H8,WikiText-103 test OOD,2,89,43,3,2,12.0,12.0,8.0
H8,WikiText-103 test OOD,2,90,44,0,1,13.0,13.0,13.0
H8,WikiText-103 test OOD,2,90,44,0,2,12.0,12.0,7.0
H8,WikiText-103 test OOD,2,90,44,1,1,12.0,12.0,12.0
H8,WikiText-103 test OOD,2,90,44,1,2,11.0,11.0,9.0
H8,WikiText-103 test OOD,2,90,44,2,1,11.0,11.0,11.0
H8,WikiText-103 test OOD,2,90,44,2,2,11.0,11.0,10.0
H8,WikiText-103 test OOD,2,90,44,3,1,11.0,11.0,11.0
H8,WikiText-103 test OOD,2,90,44,3,2,11.0,11.0,10.0
H8,WikiText-103 test OOD,2,91,44,0,1,12.0,12.0,12.0
H8,WikiText-103 test OOD,2,91,44,0,2,12.0,12.0,8.0
H8,WikiText-103 test OOD,2,91,44,1,1,12.0,12.0,12.0
H8,WikiText-103 test OOD,2,91,44,1,2,12.0,12.0,8.0
H8,WikiText-103 test OOD,2,91,44,2,1,12.0,12.0,12.0
H8,WikiText-103 test OOD,2,91,44,2,2,12.0,12.0,9.0
H8,WikiText-103 test OOD,2,91,44,3,1,13.0,13.0,13.0
H8,WikiText-103 test OOD,2,91,44,3,2,12.0,12.0,7.0
H8,WikiText-103 test OOD,2,92,45,0,1,12.0,12.0,12.0
H8,WikiText-103 test OOD,2,92,45,0,2,12.0,12.0,8.0
H8,WikiText-103 test OOD,2,92,45,1,1,13.0,13.0,12.0
H8,WikiText-103 test OOD,2,92,45,1,2,13.0,12.0,7.0
H8,WikiText-103 test OOD,2,92,45,2,1,12.0,12.0,12.0
H8,WikiText-103 test OOD,2,92,45,2,2,12.0,12.0,9.0
H8,WikiText-103 test OOD,2,92,45,3,1,12.0,12.0,11.0
H8,WikiText-103 test OOD,2,92,45,3,2,12.0,11.0,10.0
H8,WikiText-103 test OOD,2,93,45,0,1,12.0,12.0,12.0
H8,WikiText-103 test OOD,2,93,45,0,2,12.0,12.0,8.0
H8,WikiText-103 test OOD,2,93,45,1,1,12.0,12.0,12.0
H8,WikiText-103 test OOD,2,93,45,1,2,12.0,12.0,9.0
H8,WikiText-103 test OOD,2,93,45,2,1,13.0,13.0,13.0
H8,WikiText-103 test OOD,2,93,45,2,2,13.0,13.0,7.0
H8,WikiText-103 test OOD,2,93,45,3,1,13.0,13.0,13.0
H8,WikiText-103 test OOD,2,93,45,3,2,13.0,13.0,6.0
H8,WikiText-103 test OOD,2,94,46,0,1,12.0,12.0,12.0
H8,WikiText-103 test OOD,2,94,46,0,2,11.0,11.0,9.0
H8,WikiText-103 test OOD,2,94,46,1,1,12.0,12.0,12.0
H8,WikiText-103 test OOD,2,94,46,1,2,12.0,12.0,9.0
H8,WikiText-103 test OOD,2,94,46,2,1,13.0,13.0,13.0
H8,WikiText-103 test OOD,2,94,46,2,2,13.0,13.0,6.0
H8,WikiText-103 test OOD,2,94,46,3,1,14.0,14.0,14.0
H8,WikiText-103 test OOD,2,94,46,3,2,13.0,13.0,5.0
H8,WikiText-103 test OOD,2,95,46,0,1,11.0,11.0,11.0
H8,WikiText-103 test OOD,2,95,46,0,2,11.0,11.0,10.0
H8,WikiText-103 test OOD,2,95,46,1,1,12.0,12.0,12.0
H8,WikiText-103 test OOD,2,95,46,1,2,12.0,12.0,9.0
H8,WikiText-103 test OOD,2,95,46,2,1,13.0,13.0,13.0
H8,WikiText-103 test OOD,2,95,46,2,2,12.0,12.0,7.0
H8,WikiText-103 test OOD,2,95,46,3,1,12.0,12.0,12.0
H8,WikiText-103 test OOD,2,95,46,3,2,11.0,11.0,9.0
H8,WikiText-103 test OOD,2,96,46,0,1,12.0,12.0,12.0
H8,WikiText-103 test OOD,2,96,46,0,2,11.0,11.0,9.0
H8,WikiText-103 test OOD,2,96,46,1,1,12.0,12.0,12.0
H8,WikiText-103 test OOD,2,96,46,1,2,12.0,12.0,8.0
H8,WikiText-103 test OOD,2,96,46,2,1,14.0,14.0,13.0
H8,WikiText-103 test OOD,2,96,46,2,2,13.0,12.0,6.0
H8,WikiText-103 test OOD,2,96,46,3,1,12.0,12.0,12.0
H8,WikiText-103 test OOD,2,96,46,3,2,12.0,12.0,8.0
H8,WikiText-103 test OOD,2,97,47,0,1,12.0,12.0,12.0
H8,WikiText-103 test OOD,2,97,47,0,2,12.0,12.0,9.0
H8,WikiText-103 test OOD,2,97,47,1,1,13.0,13.0,13.0
H8,WikiText-103 test OOD,2,97,47,1,2,12.0,12.0,7.0
H8,WikiText-103 test OOD,2,97,47,2,1,11.0,11.0,11.0
H8,WikiText-103 test OOD,2,97,47,2,2,11.0,11.0,10.0
H8,WikiText-103 test OOD,2,97,47,3,1,12.0,12.0,12.0
H8,WikiText-103 test OOD,2,97,47,3,2,12.0,12.0,8.0
H8,WikiText-103 test OOD,2,98,47,0,1,13.0,13.0,13.0
H8,WikiText-103 test OOD,2,98,47,0,2,13.0,13.0,7.0
H8,WikiText-103 test OOD,2,98,47,1,1,13.0,13.0,13.0
H8,WikiText-103 test OOD,2,98,47,1,2,12.0,12.0,7.0
H8,WikiText-103 test OOD,2,98,47,2,1,13.0,13.0,13.0
H8,WikiText-103 test OOD,2,98,47,2,2,13.0,13.0,7.0
H8,WikiText-103 test OOD,2,98,47,3,1,12.0,12.0,12.0
H8,WikiText-103 test OOD,2,98,47,3,2,12.0,12.0,8.0
H8,WikiText-103 test OOD,2,99,48,0,1,12.0,12.0,12.0
H8,WikiText-103 test OOD,2,99,48,0,2,12.0,12.0,8.0
H8,WikiText-103 test OOD,2,99,48,1,1,11.0,11.0,11.0
H8,WikiText-103 test OOD,2,99,48,1,2,11.0,11.0,10.0
H8,WikiText-103 test OOD,2,99,48,2,1,12.0,12.0,12.0
H8,WikiText-103 test OOD,2,99,48,2,2,12.0,12.0,8.0
H8,WikiText-103 test OOD,2,99,48,3,1,14.0,14.0,13.0
H8,WikiText-103 test OOD,2,99,48,3,2,14.0,13.0,5.0
H8,WikiText-103 test OOD,2,100,48,0,1,13.0,13.0,13.0
H8,WikiText-103 test OOD,2,100,48,0,2,12.0,12.0,7.0
H8,WikiText-103 test OOD,2,100,48,1,1,13.0,13.0,13.0
H8,WikiText-103 test OOD,2,100,48,1,2,12.0,12.0,7.0
H8,WikiText-103 test OOD,2,100,48,2,1,13.0,13.0,13.0
H8,WikiText-103 test OOD,2,100,48,2,2,13.0,13.0,7.0
H8,WikiText-103 test OOD,2,100,48,3,1,14.0,14.0,14.0
H8,WikiText-103 test OOD,2,100,48,3,2,13.0,13.0,5.0
H8,WikiText-103 test OOD,2,101,49,0,1,12.0,12.0,12.0
H8,WikiText-103 test OOD,2,101,49,0,2,11.0,11.0,9.0
H8,WikiText-103 test OOD,2,101,49,1,1,12.0,12.0,12.0
H8,WikiText-103 test OOD,2,101,49,1,2,12.0,12.0,9.0
H8,WikiText-103 test OOD,2,101,49,2,1,12.0,12.0,12.0
H8,WikiText-103 test OOD,2,101,49,2,2,12.0,12.0,8.0
H8,WikiText-103 test OOD,2,101,49,3,1,13.0,13.0,13.0
H8,WikiText-103 test OOD,2,101,49,3,2,13.0,13.0,7.0
H8,WikiText-103 test OOD,2,102,49,0,1,12.0,12.0,12.0
H8,WikiText-103 test OOD,2,102,49,0,2,12.0,12.0,9.0
H8,WikiText-103 test OOD,2,102,49,1,1,13.0,13.0,13.0
H8,WikiText-103 test OOD,2,102,49,1,2,13.0,13.0,6.0
H8,WikiText-103 test OOD,2,102,49,2,1,12.0,12.0,12.0
H8,WikiText-103 test OOD,2,102,49,2,2,12.0,12.0,9.0
H8,WikiText-103 test OOD,2,102,49,3,1,12.0,12.0,12.0
H8,WikiText-103 test OOD,2,102,49,3,2,12.0,12.0,8.0
H8,WikiText-103 test OOD,2,103,50,0,1,12.0,12.0,12.0
H8,WikiText-103 test OOD,2,103,50,0,2,11.0,11.0,9.0
H8,WikiText-103 test OOD,2,103,50,1,1,12.0,12.0,11.0
H8,WikiText-103 test OOD,2,103,50,1,2,12.0,11.0,10.0
H8,WikiText-103 test OOD,2,103,50,2,1,13.0,13.0,13.0
H8,WikiText-103 test OOD,2,103,50,2,2,13.0,13.0,7.0
H8,WikiText-103 test OOD,2,103,50,3,1,13.0,13.0,13.0
H8,WikiText-103 test OOD,2,103,50,3,2,12.0,12.0,7.0
H8,WikiText-103 test OOD,2,104,50,0,1,11.0,11.0,11.0
H8,WikiText-103 test OOD,2,104,50,0,2,11.0,11.0,10.0
H8,WikiText-103 test OOD,2,104,50,1,1,12.0,12.0,12.0
H8,WikiText-103 test OOD,2,104,50,1,2,11.0,11.0,9.0
H8,WikiText-103 test OOD,2,104,50,2,1,13.0,13.0,13.0
H8,WikiText-103 test OOD,2,104,50,2,2,12.0,12.0,7.0
H8,WikiText-103 test OOD,2,104,50,3,1,13.0,13.0,13.0
H8,WikiText-103 test OOD,2,104,50,3,2,13.0,13.0,6.0
H8,WikiText-103 test OOD,2,105,51,0,1,13.0,13.0,13.0
H8,WikiText-103 test OOD,2,105,51,0,2,13.0,13.0,7.0
H8,WikiText-103 test OOD,2,105,51,1,1,12.0,12.0,12.0
H8,WikiText-103 test OOD,2,105,51,1,2,12.0,12.0,8.0
H8,WikiText-103 test OOD,2,105,51,2,1,13.0,13.0,13.0
H8,WikiText-103 test OOD,2,105,51,2,2,12.0,12.0,7.0
H8,WikiText-103 test OOD,2,105,51,3,1,12.0,12.0,12.0
H8,WikiText-103 test OOD,2,105,51,3,2,12.0,12.0,8.0
H8,WikiText-103 test OOD,2,106,51,0,1,13.0,13.0,13.0
H8,WikiText-103 test OOD,2,106,51,0,2,12.0,12.0,7.0
H8,WikiText-103 test OOD,2,106,51,1,1,13.0,13.0,13.0
H8,WikiText-103 test OOD,2,106,51,1,2,12.0,12.0,7.0
H8,WikiText-103 test OOD,2,106,51,2,1,12.0,12.0,12.0
H8,WikiText-103 test OOD,2,106,51,2,2,12.0,12.0,8.0
H8,WikiText-103 test OOD,2,106,51,3,1,13.0,13.0,13.0
H8,WikiText-103 test OOD,2,106,51,3,2,13.0,13.0,7.0
H8,WikiText-103 test OOD,2,107,52,0,1,13.0,13.0,13.0
H8,WikiText-103 test OOD,2,107,52,0,2,12.0,12.0,7.0
H8,WikiText-103 test OOD,2,107,52,1,1,13.0,13.0,13.0
H8,WikiText-103 test OOD,2,107,52,1,2,13.0,13.0,6.0
H8,WikiText-103 test OOD,2,107,52,2,1,13.0,13.0,13.0
H8,WikiText-103 test OOD,2,107,52,2,2,12.0,12.0,7.0
H8,WikiText-103 test OOD,2,107,52,3,1,12.0,12.0,12.0
H8,WikiText-103 test OOD,2,107,52,3,2,12.0,12.0,8.0
H8,WikiText-103 test OOD,2,108,52,0,1,12.0,12.0,12.0
H8,WikiText-103 test OOD,2,108,52,0,2,11.0,11.0,9.0
H8,WikiText-103 test OOD,2,108,52,1,1,13.0,13.0,13.0
H8,WikiText-103 test OOD,2,108,52,1,2,13.0,13.0,6.0
H8,WikiText-103 test OOD,2,108,52,2,1,13.0,13.0,13.0
H8,WikiText-103 test OOD,2,108,52,2,2,12.0,12.0,7.0
H8,WikiText-103 test OOD,2,108,52,3,1,12.0,12.0,12.0
H8,WikiText-103 test OOD,2,108,52,3,2,12.0,12.0,9.0
H8,WikiText-103 test OOD,2,109,52,0,1,12.0,12.0,12.0
H8,WikiText-103 test OOD,2,109,52,0,2,12.0,12.0,8.0
H8,WikiText-103 test OOD,2,109,52,1,1,12.0,12.0,12.0
H8,WikiText-103 test OOD,2,109,52,1,2,12.0,12.0,9.0
H8,WikiText-103 test OOD,2,109,52,2,1,13.0,13.0,13.0
H8,WikiText-103 test OOD,2,109,52,2,2,13.0,13.0,6.0
H8,WikiText-103 test OOD,2,109,52,3,1,12.0,12.0,12.0
H8,WikiText-103 test OOD,2,109,52,3,2,12.0,12.0,8.0
H8,WikiText-103 test OOD,2,110,53,0,1,12.0,12.0,12.0
H8,WikiText-103 test OOD,2,110,53,0,2,12.0,12.0,9.0
H8,WikiText-103 test OOD,2,110,53,1,1,13.0,13.0,13.0
H8,WikiText-103 test OOD,2,110,53,1,2,13.0,13.0,6.0
H8,WikiText-103 test OOD,2,110,53,2,1,12.0,12.0,12.0
H8,WikiText-103 test OOD,2,110,53,2,2,11.0,11.0,9.0
H8,WikiText-103 test OOD,2,110,53,3,1,13.0,13.0,12.0
H8,WikiText-103 test OOD,2,110,53,3,2,13.0,12.0,8.0
H8,WikiText-103 test OOD,2,111,53,0,1,13.0,13.0,13.0
H8,WikiText-103 test OOD,2,111,53,0,2,13.0,13.0,7.0
H8,WikiText-103 test OOD,2,111,53,1,1,12.0,12.0,12.0
H8,WikiText-103 test OOD,2,111,53,1,2,11.0,11.0,9.0
H8,WikiText-103 test OOD,2,111,53,2,1,12.0,12.0,12.0
H8,WikiText-103 test OOD,2,111,53,2,2,12.0,12.0,8.0
H8,WikiText-103 test OOD,2,111,53,3,1,12.0,12.0,12.0
H8,WikiText-103 test OOD,2,111,53,3,2,11.0,11.0,9.0
H8,WikiText-103 test OOD,2,112,54,0,1,12.0,12.0,12.0
H8,WikiText-103 test OOD,2,112,54,0,2,12.0,12.0,8.0
H8,WikiText-103 test OOD,2,112,54,1,1,13.0,13.0,13.0
H8,WikiText-103 test OOD,2,112,54,1,2,13.0,13.0,6.0
H8,WikiText-103 test OOD,2,112,54,2,1,11.0,11.0,11.0
H8,WikiText-103 test OOD,2,112,54,2,2,11.0,11.0,10.0
H8,WikiText-103 test OOD,2,112,54,3,1,12.0,12.0,12.0
H8,WikiText-103 test OOD,2,112,54,3,2,12.0,12.0,8.0
H8,WikiText-103 test OOD,2,113,54,0,1,13.0,13.0,13.0
H8,WikiText-103 test OOD,2,113,54,0,2,12.0,12.0,7.0
H8,WikiText-103 test OOD,2,113,54,1,1,15.0,15.0,14.0
H8,WikiText-103 test OOD,2,113,54,1,2,14.0,13.0,4.0
H8,WikiText-103 test OOD,2,113,54,2,1,12.0,12.0,12.0
H8,WikiText-103 test OOD,2,113,54,2,2,12.0,12.0,8.0
H8,WikiText-103 test OOD,2,113,54,3,1,13.0,13.0,13.0
H8,WikiText-103 test OOD,2,113,54,3,2,13.0,13.0,7.0
H8,WikiText-103 test OOD,2,114,55,0,1,13.0,13.0,13.0
H8,WikiText-103 test OOD,2,114,55,0,2,12.0,12.0,7.0
H8,WikiText-103 test OOD,2,114,55,1,1,12.0,12.0,12.0
H8,WikiText-103 test OOD,2,114,55,1,2,12.0,12.0,8.0
H8,WikiText-103 test OOD,2,114,55,2,1,13.0,13.0,13.0
H8,WikiText-103 test OOD,2,114,55,2,2,13.0,13.0,6.0
H8,WikiText-103 test OOD,2,114,55,3,1,12.0,12.0,12.0
H8,WikiText-103 test OOD,2,114,55,3,2,12.0,12.0,8.0
H8,WikiText-103 test OOD,2,115,55,0,1,12.0,12.0,12.0
H8,WikiText-103 test OOD,2,115,55,0,2,12.0,12.0,9.0
H8,WikiText-103 test OOD,2,115,55,1,1,14.0,14.0,14.0
H8,WikiText-103 test OOD,2,115,55,1,2,13.0,13.0,5.0
H8,WikiText-103 test OOD,2,115,55,2,1,13.0,13.0,13.0
H8,WikiText-103 test OOD,2,115,55,2,2,13.0,13.0,7.0
H8,WikiText-103 test OOD,2,115,55,3,1,12.0,12.0,12.0
H8,WikiText-103 test OOD,2,115,55,3,2,12.0,12.0,9.0
H8,WikiText-103 test OOD,2,116,56,0,1,13.0,13.0,13.0
H8,WikiText-103 test OOD,2,116,56,0,2,12.0,12.0,7.0
H8,WikiText-103 test OOD,2,116,56,1,1,13.0,13.0,13.0
H8,WikiText-103 test OOD,2,116,56,1,2,13.0,13.0,6.0
H8,WikiText-103 test OOD,2,116,56,2,1,12.0,12.0,12.0
H8,WikiText-103 test OOD,2,116,56,2,2,12.0,12.0,8.0
H8,WikiText-103 test OOD,2,116,56,3,1,11.0,11.0,11.0
H8,WikiText-103 test OOD,2,116,56,3,2,11.0,11.0,11.0
H8,WikiText-103 test OOD,2,117,56,0,1,12.0,12.0,12.0
